member_id,recruit_post_id,age_in_range,age_diff,age_range_overlap,gender_match_to_post,gender_match_from_member,gender_match_both,lifestyle_match,personality_match,lifestyle_preference_match,personality_preference_match,smoking_compatible,snoring_compatible,pet_compatible,roommate_count_match,lifestyle_personality_match,compatibility_score,is_bookmarked
349,62,1,1.5,1,1,0,0,0,1,0,0,1,1,1,0,0,0.625,0
298,62,1,3.5,1,1,0,0,0,1,0,0,1,1,1,0,0,0.625,0
33,43,1,3.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0
235,2,1,1.0,1,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0
159,120,1,4.5,1,0,0,0,1,1,0,0,1,1,1,1,1,0.875,0
227,71,0,17.5,0,1,1,1,1,1,1,1,1,1,1,0,1,0.75,0
116,22,0,10.0,0,1,0,0,0,1,0,1,1,0,1,1,0,0.5,0
333,79,0,4.5,0,1,0,0,0,0,1,1,1,0,1,1,0,0.375,0
40,84,0,25.5,0,0,0,0,1,0,1,0,1,1,1,1,0,0.625,0
123,99,0,7.0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.5,0
202,109,1,1.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0
2,10,1,2.5,1,0,0,0,1,1,1,1,1,1,0,0,1,0.625,0
300,86,1,1.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0.75,0
3,64,0,6.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.875,0
166,15,1,0.0,1,1,1,1,0,0,0,0,1,1,1,0,0,0.625,0
131,1,1,0.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0
4,136,1,2.0,1,0,1,0,1,1,0,0,1,1,1,0,1,0.75,0
29,77,1,2.5,1,1,0,0,1,0,1,1,1,1,1,1,0,0.75,1
45,93,1,1.5,1,1,1,1,1,0,1,1,0,1,1,0,0,0.625,0
165,25,1,3.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0.625,0
226,65,1,2.0,1,0,0,0,1,0,0,0,1,1,1,1,0,0.75,0
231,34,1,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0
31,65,1,1.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0.625,0
103,116,1,3.5,1,1,1,1,0,0,0,0,0,1,1,0,0,0.5,0
370,58,1,3.5,1,0,0,0,0,1,0,0,1,1,1,1,0,0.75,0
382,56,0,8.0,0,1,1,1,1,0,0,1,1,1,1,1,0,0.75,0
376,121,1,2.5,1,0,0,0,1,0,1,0,1,1,1,0,0,0.625,0
215,113,0,4.5,0,1,1,1,0,0,0,1,1,1,1,0,0,0.5,0
130,29,0,18.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0.75,0
102,43,1,6.5,1,0,1,0,0,0,0,0,1,1,1,0,0,0.5,0
390,58,0,9.5,0,0,0,0,0,0,1,1,1,1,1,0,0,0.375,0
222,93,0,10.5,0,1,0,0,1,0,0,0,1,1,1,0,0,0.5,0
296,61,1,3.5,1,1,0,0,1,0,1,1,1,0,1,1,0,0.625,0
221,113,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1
126,46,1,1.5,1,1,1,1,0,0,1,0,1,1,1,0,0,0.625,0
203,74,1,4.0,1,0,0,0,0,1,1,1,1,1,0,0,0,0.5,0
294,25,1,5.0,1,1,1,1,0,0,1,0,1,1,1,1,0,0.75,1
292,86,1,1.0,1,1,0,0,0,1,1,1,0,1,1,1,0,0.625,0
32,149,1,1.5,1,1,1,1,0,1,1,1,0,1,1,1,0,0.75,0
194,86,0,4.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0.625,0
79,121,1,5.5,1,1,1,1,0,1,1,1,0,1,1,1,0,0.75,0
269,132,0,15.0,0,0,1,0,0,0,1,1,0,1,1,1,0,0.375,0
71,57,0,6.0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.875,0
39,59,0,13.5,0,0,0,0,1,0,1,0,1,1,0,1,0,0.5,0
124,93,1,2.5,1,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0
24,65,0,4.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0.75,0
352,111,1,3.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0.5,0
360,99,0,6.0,0,1,1,1,1,1,0,0,1,1,1,0,1,0.75,0
73,86,0,11.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.375,0
43,55,1,1.5,1,1,0,0,0,1,0,0,1,1,1,0,0,0.625,0
364,44,1,1.5,1,1,1,1,0,0,0,1,1,1,1,0,0,0.625,1
225,18,0,5.5,0,1,1,1,1,1,0,1,0,1,1,0,1,0.625,0
39,107,1,4.0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.875,0
90,116,0,10.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0.25,0
53,57,0,3.0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.75,0
317,93,0,10.5,0,1,1,1,0,1,1,1,1,1,1,0,0,0.625,0
56,67,1,3.5,1,1,0,0,0,1,0,0,1,1,1,1,0,0.75,1
13,107,0,6.0,0,1,1,1,1,1,0,1,1,1,1,0,1,0.75,0
399,113,0,5.5,0,0,0,0,1,0,1,1,1,1,1,1,0,0.625,0
371,127,1,0.5,1,1,1,1,1,1,0,0,0,1,1,1,1,0.875,1
212,22,0,10.0,0,1,0,0,1,0,1,1,1,1,1,0,0,0.5,0
126,108,0,5.5,0,0,0,0,1,0,1,0,1,1,1,0,0,0.5,0
206,14,1,2.5,1,1,1,1,1,1,1,0,1,1,1,0,1,0.875,0
256,21,1,5.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0.75,0
153,70,0,12.5,0,0,1,0,0,0,0,0,1,1,1,1,0,0.5,0
349,61,1,3.5,1,1,0,0,0,0,0,0,1,1,1,1,0,0.625,0
335,56,1,4.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0
137,83,1,3.0,1,1,1,1,1,0,0,0,1,1,1,0,0,0.75,0
369,64,0,13.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,0
111,87,0,6.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.5,0
179,116,0,11.5,0,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0
118,136,0,8.0,0,1,1,1,1,1,0,1,1,0,1,1,1,0.75,0
370,44,1,1.5,1,1,1,1,1,1,0,0,1,1,1,0,1,0.875,0
54,138,0,5.0,0,1,1,1,1,1,0,1,1,0,1,0,1,0.625,0
155,93,1,2.5,1,1,1,1,1,0,0,1,0,1,1,0,0,0.625,0
87,21,1,6.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0,1
220,138,1,2.0,1,0,0,0,1,1,1,0,1,1,1,0,1,0.75,0
174,38,0,24.0,0,1,1,1,1,0,0,0,1,1,1,0,0,0.625,0
186,65,1,1.0,1,1,1,1,0,0,1,0,1,1,1,1,0,0.75,0
275,22,1,1.0,1,1,0,0,1,1,0,0,1,0,1,1,1,0.75,0
352,95,1,2.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0.75,0
261,121,0,6.5,0,1,1,1,0,1,1,0,1,1,1,1,0,0.75,0
175,77,0,7.5,0,1,0,0,0,1,1,1,1,1,1,1,0,0.625,0
93,95,1,6.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.625,0
320,149,1,0.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
329,59,0,16.5,0,0,0,0,0,1,1,0,1,0,1,1,0,0.5,0
174,127,1,3.5,1,0,0,0,1,0,0,0,1,1,1,0,0,0.625,0
161,74,1,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,1
221,55,1,0.5,1,0,0,0,1,0,1,1,1,1,1,0,0,0.625,0
170,15,1,4.0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.75,1
245,132,0,10.0,0,0,0,0,0,1,0,0,1,1,1,1,0,0.625,0
75,127,1,1.5,1,0,0,0,0,0,0,0,1,1,1,1,0,0.625,0
6,149,0,6.5,0,1,1,1,0,1,0,1,1,1,0,1,0,0.625,0
337,18,1,3.5,1,0,0,0,0,1,1,1,0,1,1,0,0,0.5,0
122,74,1,3.0,1,0,0,0,0,0,1,0,1,1,1,0,0,0.5,0
121,108,1,1.5,1,0,0,0,0,0,0,0,1,1,1,1,0,0.625,0
283,15,0,15.0,0,1,0,0,0,0,0,0,1,1,1,1,0,0.5,0
175,72,0,17.5,0,1,1,1,0,0,1,1,1,1,1,1,0,0.625,0
346,147,1,4.5,1,0,0,0,1,1,1,0,0,0,1,0,1,0.5,0
67,14,0,10.5,0,0,0,0,0,1,1,0,1,1,1,0,0,0.5,0
138,71,1,0.5,1,1,1,1,1,0,1,1,1,1,1,0,0,0.75,0
362,67,0,17.5,0,1,0,0,0,0,1,1,1,1,1,1,0,0.5,0
359,1,1,5.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0,0
56,113,1,0.5,1,1,1,1,0,1,0,0,1,1,1,0,0,0.75,0
340,99,0,12.0,0,1,1,1,0,1,0,0,1,1,1,0,0,0.625,0
246,62,0,7.5,0,1,0,0,0,1,0,0,1,1,1,1,0,0.625,0
236,77,1,2.5,1,1,0,0,1,0,0,1,0,1,1,1,0,0.625,0
152,77,0,6.5,0,1,0,0,1,1,1,1,1,0,1,1,1,0.625,0
219,5,1,1.5,1,0,0,0,1,0,1,1,1,1,1,0,0,0.625,0
241,58,1,2.5,1,0,0,0,1,1,0,0,0,1,1,0,1,0.625,0
267,107,1,5.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.25,0
382,67,0,7.5,0,1,1,1,1,0,0,1,1,1,1,1,0,0.75,1
344,108,1,1.5,1,0,0,0,1,0,1,0,1,1,1,0,0,0.625,0
338,58,0,8.5,0,1,1,1,0,0,1,0,1,1,0,1,0,0.5,0
88,109,1,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0.625,0
79,56,1,5.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0.875,1
316,70,0,11.5,0,0,0,0,1,1,1,1,1,1,1,1,1,0.75,0
234,87,0,4.0,0,0,0,0,1,1,1,0,1,1,1,1,1,0.75,0
20,34,1,4.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0
129,38,0,23.0,0,1,1,1,1,1,1,0,1,1,1,0,1,0.75,0
62,72,0,13.5,0,1,1,1,0,0,0,0,1,0,1,1,0,0.5,0
344,149,0,6.5,0,0,0,0,1,0,1,0,1,1,1,1,0,0.625,0
33,71,0,6.5,0,0,0,0,1,1,1,1,1,1,1,0,1,0.625,0
5,116,0,5.5,0,1,1,1,1,1,1,1,1,0,1,1,1,0.75,0
103,98,1,1.5,1,1,1,1,1,0,0,0,1,1,1,1,0,0.875,0
218,95,1,1.0,1,1,1,1,0,0,0,1,1,0,1,1,0,0.625,1
269,58,1,3.5,1,0,1,0,0,1,1,1,0,1,1,0,0,0.5,0
294,130,1,2.5,1,0,0,0,1,0,1,0,1,1,1,0,0,0.625,0
258,87,1,2.0,1,0,0,0,0,1,1,0,1,1,1,1,0,0.75,0
355,46,1,3.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0,1
67,21,0,12.5,0,1,1,1,1,0,1,0,1,1,1,1,0,0.75,0
256,15,1,3.0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.75,1
222,2,0,8.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.375,0
81,147,1,2.5,1,0,0,0,0,1,0,1,1,0,1,1,0,0.625,0
274,98,0,7.5,0,0,0,0,0,0,0,1,1,1,1,1,0,0.5,0
96,76,0,7.5,0,1,0,0,0,0,1,1,1,1,1,0,0,0.375,0
304,22,1,2.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0.5,0
105,64,0,19.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.375,0
84,61,1,4.5,1,1,1,1,1,0,1,0,1,1,1,1,0,0.875,1
336,59,0,11.5,0,1,1,1,1,1,0,0,1,0,1,1,1,0.75,0
160,10,0,6.5,0,1,1,1,0,1,0,1,1,1,1,0,0,0.625,1
299,55,1,2.5,1,0,0,0,1,1,0,1,1,1,1,1,1,0.875,0
348,86,0,9.0,0,1,0,0,0,0,0,1,1,1,1,1,0,0.5,0
330,65,1,2.0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.75,1
129,64,1,2.0,1,0,0,0,1,1,1,0,1,1,1,0,1,0.75,0
317,15,0,10.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0.75,0
375,21,1,3.5,1,0,0,0,0,1,1,1,1,1,1,1,0,0.75,0
253,85,0,5.5,0,1,1,1,1,0,1,1,1,1,1,1,0,0.75,0
78,29,1,5.0,1,1,0,0,1,1,1,1,1,1,1,1,1,0.875,0
318,58,0,8.5,0,1,1,1,0,1,1,0,1,1,1,0,0,0.625,0
306,25,1,4.0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.875,0
372,59,0,12.5,0,1,1,1,1,1,0,0,1,0,1,1,1,0.75,0
151,149,0,6.5,0,0,0,0,1,0,0,0,1,1,1,1,0,0.625,0
253,62,1,4.5,1,1,1,1,0,1,1,1,1,1,1,0,0,0.75,0
64,67,1,5.5,1,1,0,0,1,0,0,1,0,1,1,1,0,0.625,1
38,110,0,8.0,0,0,1,0,1,0,0,0,1,1,1,1,0,0.625,0
297,84,0,21.5,0,1,1,1,1,1,1,0,1,1,1,0,1,0.75,0
242,38,0,15.0,0,0,1,0,0,1,0,0,1,1,1,0,0,0.5,0
61,56,0,7.0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.625,0
277,101,1,1.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.625,0
352,21,1,4.5,1,1,1,1,1,1,1,1,0,1,1,1,1,0.875,1
87,99,1,1.0,1,1,1,1,1,0,1,0,1,1,1,1,0,0.875,0
268,34,1,2.0,1,1,1,1,1,1,0,0,1,1,1,0,1,0.875,0
156,22,1,1.0,1,1,0,0,1,1,1,1,1,0,1,0,1,0.625,0
173,67,1,4.5,1,1,1,1,1,1,1,0,0,1,1,1,1,0.875,1
225,132,0,16.0,0,0,0,0,1,1,0,1,0,1,1,1,1,0.625,0
22,44,0,7.5,0,0,0,0,1,0,1,1,1,1,1,0,0,0.5,0
274,34,0,7.0,0,1,1,1,1,0,0,1,1,1,0,1,0,0.625,0
200,93,0,23.5,0,0,1,0,0,1,1,1,0,1,1,0,0,0.375,0
153,95,0,9.0,0,0,1,0,1,0,0,0,1,1,1,1,0,0.625,0
190,109,1,3.0,1,0,1,0,1,1,0,0,1,0,1,1,1,0.75,0
266,25,1,2.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.875,1
285,111,0,8.0,0,0,1,0,1,1,0,1,1,1,1,0,1,0.625,0
133,113,1,3.5,1,0,0,0,1,1,1,0,1,0,1,0,1,0.625,0
28,138,1,3.0,1,1,1,1,0,1,0,1,1,0,1,1,0,0.75,0
230,2,1,4.0,1,0,0,0,1,1,0,0,1,1,1,0,1,0.75,0
200,38,1,1.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0.75,0
215,38,0,18.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0.5,0
20,4,0,8.5,0,1,1,1,0,1,0,0,1,1,1,1,0,0.75,0
364,61,1,3.5,1,1,0,0,1,0,0,1,0,1,1,1,0,0.625,1
354,58,1,2.5,1,1,1,1,1,1,1,1,0,1,1,0,1,0.75,0
325,79,1,0.5,1,1,0,0,0,1,1,0,1,0,0,1,0,0.5,0
231,59,0,14.5,0,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0
262,59,0,12.5,0,1,1,1,0,1,1,1,1,0,1,1,0,0.625,0
70,108,0,5.5,0,1,1,1,1,0,0,0,1,1,0,0,0,0.5,0
36,38,0,24.0,0,1,1,1,1,0,1,0,1,1,1,1,0,0.75,0
60,111,0,7.0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.5,0
44,72,0,18.5,0,1,0,0,0,1,0,1,1,0,1,1,0,0.5,0
43,111,1,6.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.5,0
229,147,1,4.5,1,1,1,1,1,0,1,0,1,0,1,1,0,0.75,0
139,118,1,3.0,1,1,1,1,1,0,1,0,1,0,1,1,0,0.75,1
315,46,0,8.5,0,0,0,0,0,0,0,0,1,1,1,1,0,0.5,0
369,86,0,16.0,0,1,0,0,1,1,0,0,0,1,0,1,1,0.5,0
52,127,1,0.5,1,0,0,0,0,0,1,0,0,1,1,1,0,0.5,0
287,15,1,0.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0.875,1
157,79,1,3.5,1,1,0,0,0,1,0,0,1,0,1,1,0,0.625,0
99,43,1,4.5,1,0,0,0,1,0,1,0,1,1,1,0,0,0.625,0
337,14,1,0.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0
167,56,1,3.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.875,0
294,108,1,2.5,1,0,0,0,1,1,1,0,1,1,1,1,1,0.875,0
135,136,1,2.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0
331,111,1,0.0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.75,0
150,93,0,6.5,0,1,1,1,1,0,1,0,1,1,1,0,0,0.625,0
227,93,1,3.5,1,0,0,0,0,1,1,1,0,1,1,0,0,0.5,0
311,84,0,15.5,0,0,0,0,0,1,1,1,1,1,1,1,0,0.625,0
98,76,1,1.5,1,1,0,0,1,0,0,0,0,1,1,0,0,0.5,0
144,18,0,22.5,0,0,1,0,0,0,0,1,0,1,1,0,0,0.25,0
252,83,1,4.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,1
339,29,0,18.0,0,1,0,0,0,0,1,1,1,1,1,1,0,0.5,0
349,67,1,0.5,1,1,0,0,1,0,0,0,1,1,1,1,0,0.75,0
281,2,1,3.0,1,0,0,0,1,1,0,0,1,1,1,0,1,0.75,0
119,109,0,11.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.5,0
127,56,1,4.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0,0
171,44,1,0.5,1,1,1,1,0,1,1,1,1,1,1,0,0,0.75,1
135,14,1,4.5,1,0,0,0,1,1,0,0,1,0,1,1,1,0.75,0
321,136,0,5.0,0,0,0,0,1,1,1,0,1,0,1,0,1,0.5,0
198,118,0,5.0,0,1,1,1,0,1,1,1,1,1,1,0,0,0.625,0
363,55,1,1.5,1,0,1,0,0,0,0,0,0,1,1,1,0,0.5,0
387,79,0,6.5,0,1,1,1,1,1,0,1,0,1,1,1,1,0.75,0
216,5,1,0.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
221,14,0,5.5,0,1,1,1,1,0,1,1,1,1,1,0,0,0.625,0
197,121,0,8.5,0,0,0,0,1,1,0,1,1,1,1,0,1,0.625,0
125,64,0,9.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.5,0
295,118,0,8.0,0,1,1,1,0,1,1,0,1,1,1,0,0,0.625,0
223,67,1,5.5,1,1,0,0,1,0,1,0,0,1,1,1,0,0.625,1
202,99,1,5.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0.875,0
159,86,1,1.0,1,1,0,0,0,1,0,0,1,1,1,1,0,0.75,0
340,58,1,3.5,1,1,1,1,0,0,0,0,0,1,1,0,0,0.5,0
131,118,1,0.0,1,1,1,1,0,1,1,1,1,0,1,0,0,0.625,0
17,29,0,12.0,0,1,0,0,0,1,1,0,1,1,1,1,0,0.625,0
86,92,1,2.5,1,0,0,0,0,1,1,1,0,1,1,1,0,0.625,0
293,70,1,3.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1.0,0
233,58,0,7.5,0,0,0,0,1,0,1,1,1,1,1,0,0,0.5,0
340,29,0,18.0,0,1,1,1,1,1,0,0,0,1,1,0,1,0.625,0
51,46,0,7.5,0,0,0,0,1,1,0,0,1,0,1,1,1,0.625,0
149,37,1,3.5,1,1,1,1,0,1,1,1,1,1,1,1,0,0.875,0
160,43,1,6.5,1,0,0,0,0,0,0,1,1,1,1,0,0,0.5,0
274,147,0,8.5,0,1,1,1,0,1,0,1,1,1,1,0,0,0.625,0
34,79,0,6.5,0,1,0,0,0,0,0,0,1,0,1,1,0,0.375,0
184,118,1,2.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0.375,0
95,77,0,9.5,0,1,0,0,0,1,1,1,0,0,1,1,0,0.375,0
55,34,1,3.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0.625,0
391,76,0,8.5,0,1,0,0,1,0,1,0,0,1,0,1,0,0.375,0
376,74,0,6.0,0,1,1,1,1,1,1,0,1,1,1,0,1,0.75,0
91,120,1,3.5,1,1,1,1,0,0,1,1,1,1,1,1,0,0.75,0
156,61,1,1.5,1,1,0,0,1,0,1,1,1,0,1,1,0,0.625,1
387,65,0,8.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.875,0
75,93,1,0.5,1,1,1,1,1,0,0,0,1,1,1,0,0,0.75,0
38,18,1,0.5,1,1,1,1,1,0,0,0,1,1,1,0,0,0.75,0
194,83,1,1.0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.75,1
103,65,0,5.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.625,0
373,83,1,5.0,1,1,1,1,1,0,0,0,1,1,1,0,0,0.75,1
56,93,1,0.5,1,0,0,0,0,1,0,0,1,1,1,0,0,0.625,0
70,118,0,4.0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.5,0
10,65,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1.0,0
65,107,1,2.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.875,0
200,61,0,16.5,0,1,1,1,1,1,1,1,0,0,1,1,1,0.625,0
300,110,0,12.0,0,1,1,1,0,0,1,0,1,1,1,0,0,0.5,0
394,64,1,3.0,1,0,0,0,1,1,1,0,1,1,1,0,1,0.75,0
14,147,1,0.5,1,0,0,0,1,1,0,1,0,0,1,0,1,0.5,0
174,85,1,2.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,1
39,79,1,0.5,1,1,0,0,0,0,1,0,1,1,0,1,0,0.5,1
300,118,0,4.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.375,0
141,120,1,0.5,1,1,1,1,0,0,1,0,1,1,0,1,0,0.625,0
187,59,1,6.5,1,0,0,0,1,1,0,0,1,1,1,1,1,0.875,0
134,86,1,2.0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.5,1
246,108,0,9.5,0,0,0,0,0,1,0,0,1,1,1,1,0,0.625,0
136,98,0,5.5,0,0,0,0,1,0,1,1,1,1,1,1,0,0.625,0
232,76,0,5.5,0,1,0,0,1,1,0,1,1,0,1,1,1,0.625,0
327,138,1,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0.5,0
399,79,0,5.5,0,1,0,0,1,1,1,1,1,1,1,1,1,0.75,0
347,70,1,0.5,1,0,1,0,1,0,0,0,0,1,1,1,0,0.625,0
124,79,1,2.5,1,1,0,0,0,1,0,0,1,1,1,1,0,0.75,1
303,86,0,4.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0.75,0
9,44,1,6.5,1,1,1,1,0,1,1,1,1,1,1,0,0,0.75,1
186,2,1,3.0,1,0,0,0,1,1,1,0,1,1,1,0,1,0.75,0
239,5,1,3.5,1,1,1,1,0,1,1,1,1,1,1,0,0,0.75,1
111,44,1,0.5,1,1,1,1,0,0,0,0,1,1,1,0,0,0.625,1
70,98,1,3.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
378,21,1,5.5,1,0,0,0,0,1,1,1,1,1,1,1,0,0.75,0
269,113,1,3.5,1,1,0,0,1,1,1,1,1,1,1,0,1,0.75,0
297,111,1,3.0,1,0,0,0,1,1,1,0,1,1,1,0,1,0.75,0
210,76,1,0.5,1,1,1,1,0,0,0,0,1,1,1,0,0,0.625,1
15,83,1,3.0,1,0,0,0,0,1,0,1,1,1,1,1,0,0.75,0
219,98,1,2.5,1,1,1,1,0,0,1,1,1,1,1,1,0,0.75,0
30,57,0,5.0,0,1,1,1,1,0,1,0,1,0,1,1,0,0.625,0
8,107,1,1.0,1,1,1,1,1,0,1,0,0,1,1,0,0,0.625,1
362,132,0,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0
193,93,0,7.5,0,1,1,1,0,0,1,1,0,1,1,0,0,0.375,0
259,74,1,2.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0
167,109,1,2.0,1,1,1,1,0,0,1,1,1,1,1,1,0,0.75,1
45,109,1,4.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0.75,0
240,57,1,1.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.625,0
150,118,0,5.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.25,0
179,72,0,22.5,0,0,0,0,0,0,1,1,1,1,1,0,0,0.375,0
154,138,1,1.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.5,0
93,149,0,5.5,0,1,1,1,0,1,1,0,1,1,1,1,0,0.75,0
392,4,0,9.5,0,1,1,1,0,1,0,0,1,1,1,1,0,0.75,0
150,14,1,1.5,1,0,0,0,1,1,1,0,1,0,1,0,1,0.625,0
175,98,1,1.5,1,0,0,0,0,1,1,1,1,1,1,1,0,0.75,0
43,93,1,1.5,1,1,0,0,0,0,0,0,1,1,1,0,0,0.5,1
71,44,1,0.5,1,0,0,0,0,0,1,0,1,1,1,0,0,0.5,0
348,85,0,6.5,0,1,1,1,0,1,0,1,1,1,1,1,0,0.75,0
312,22,1,1.0,1,1,0,0,1,1,1,0,1,1,1,1,1,0.875,1
155,65,0,4.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.875,0
111,14,1,0.5,1,1,1,1,0,1,0,0,1,1,1,1,0,0.875,0
275,138,0,7.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.375,0
72,46,1,1.5,1,1,0,0,1,1,1,1,1,1,1,0,1,0.75,0
214,147,1,1.5,1,0,0,0,1,0,1,0,0,1,1,1,0,0.625,0
377,138,1,2.0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.5,0
35,70,1,4.5,1,1,1,1,0,1,0,0,0,1,1,1,0,0.75,0
293,85,1,4.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1.0,0
228,72,0,17.5,0,0,1,0,1,0,1,0,1,1,1,0,0,0.5,0
103,14,1,1.5,1,1,1,1,1,0,0,0,1,1,1,0,0,0.75,0
165,87,0,6.0,0,1,1,1,1,0,1,0,1,1,1,1,0,0.75,0
15,67,1,4.5,1,1,0,0,1,0,0,1,1,1,0,1,0,0.625,0
166,113,1,0.5,1,1,1,1,1,0,0,0,1,0,1,0,0,0.625,1
351,92,0,6.5,0,1,1,1,1,1,1,0,1,1,1,0,1,0.75,0
9,111,1,6.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.75,0
337,147,1,3.5,1,1,1,1,1,0,1,1,0,1,1,0,0,0.625,0
287,116,0,6.5,0,1,1,1,1,1,0,1,1,0,1,1,1,0.75,0
34,57,0,8.0,0,1,1,1,1,0,0,0,1,0,1,1,0,0.625,0
370,76,1,1.5,1,1,0,0,1,1,0,0,1,0,1,1,1,0.75,1
55,55,0,5.5,0,0,0,0,1,0,0,1,1,1,1,1,0,0.625,0
161,34,1,2.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
4,113,0,5.5,0,0,1,0,0,1,0,0,1,1,1,1,0,0.625,0
170,74,1,4.0,1,0,0,0,1,1,0,1,1,1,1,0,1,0.75,0
379,34,1,1.0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.5,1
118,64,1,2.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1.0,0
